,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K ,temperature ,humidity,pH,rainfall
160802,Puducherry,PONDICHERRY,2004,Winter     ,rice,6499,18737,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169
160803,Puducherry,PONDICHERRY,2005,Autumn     ,rice,4462,13243,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618
160813,Puducherry,PONDICHERRY,2005,Summer     ,rice,5161,13006,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732
160819,Puducherry,PONDICHERRY,2005,Winter     ,rice,6136,14266,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163
160822,Puducherry,PONDICHERRY,2006,Kharif     ,rice,4044,10785,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921
160828,Puducherry,PONDICHERRY,2006,Rabi       ,rice,5643,16703,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816
160834,Puducherry,PONDICHERRY,2006,Summer     ,rice,4574,13942,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
160841,Puducherry,PONDICHERRY,2007,Kharif     ,rice,3549,10516,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865
160852,Puducherry,PONDICHERRY,2007,Rabi       ,rice,5264,14081,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137
160864,Puducherry,PONDICHERRY,2007,Summer     ,rice,4639,12381,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
160876,Puducherry,PONDICHERRY,2008,Kharif     ,rice,3637,9700,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
160887,Puducherry,PONDICHERRY,2008,Rabi       ,rice,5254,13550,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215
160900,Puducherry,PONDICHERRY,2008,Summer     ,rice,4885,14132,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204
160912,Puducherry,PONDICHERRY,2009,Kharif     ,rice,3693,11009,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787
160926,Puducherry,PONDICHERRY,2009,Rabi       ,rice,5324,13219,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231
160938,Puducherry,PONDICHERRY,2009,Summer     ,rice,5081,13429,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274
160951,Puducherry,PONDICHERRY,2010,Kharif     ,rice,3488,10297,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372
160965,Puducherry,PONDICHERRY,2010,Rabi       ,rice,5145,12034,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987
160975,Puducherry,PONDICHERRY,2010,Summer     ,rice,4675,12679,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056
160989,Puducherry,PONDICHERRY,2011,Kharif     ,rice,3264,9881,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645
161001,Puducherry,PONDICHERRY,2011,Rabi       ,rice,4722,9532,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471
161013,Puducherry,PONDICHERRY,2011,Summer     ,rice,2002,5804,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554
161027,Puducherry,PONDICHERRY,2012,Kharif     ,rice,2818,9477,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228
161040,Puducherry,PONDICHERRY,2012,Rabi       ,rice,4322,14155,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977
161055,Puducherry,PONDICHERRY,2012,Summer     ,rice,3742,11507,83,60,36,25.59704938,80.14509262,6.903985986,200.834898
161070,Puducherry,PONDICHERRY,2013,Kharif     ,rice,2954,10478,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175
161083,Puducherry,PONDICHERRY,2013,Rabi       ,rice,4223,13535,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937
161099,Puducherry,PONDICHERRY,2013,Summer     ,rice,3761,12938,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207
161113,Puducherry,PONDICHERRY,2014,Kharif     ,rice,2942,10041,76,49,42,24.958779,84.47963372,5.206373153,196.9560008
161124,Puducherry,PONDICHERRY,2014,Rabi       ,rice,4483,15516,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455
161137,Puducherry,PONDICHERRY,2014,Summer     ,rice,4005,14518,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087
161142,Puducherry,YANAM,1998,Kharif     ,rice,337,899,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781
161144,Puducherry,YANAM,1998,Rabi       ,rice,328,1290,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349
161147,Puducherry,YANAM,1999,Kharif     ,rice,695,2791,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155
161155,Puducherry,YANAM,2000,Kharif     ,rice,690,2207,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311
161164,Puducherry,YANAM,2001,Kharif     ,rice,720,2040,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009
161172,Puducherry,YANAM,2002,Kharif     ,rice,592,2217,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725
161180,Puducherry,YANAM,2003,Kharif     ,rice,594,2402,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466
161189,Puducherry,YANAM,2004,Autumn     ,rice,330,1184,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583
161195,Puducherry,YANAM,2004,Winter     ,rice,270,1123,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948
161196,Puducherry,YANAM,2005,Autumn     ,rice,321,846,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738
161202,Puducherry,YANAM,2005,Winter     ,rice,286,1353,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192
161203,Puducherry,YANAM,2006,Kharif     ,rice,313,856,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304
161204,Puducherry,YANAM,2006,Rabi       ,rice,283,1909,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799
161205,Puducherry,YANAM,2007,Kharif     ,rice,274,945,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717
161207,Puducherry,YANAM,2007,Rabi       ,rice,255,1070,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319
161212,Puducherry,YANAM,2008,Kharif     ,rice,271,958,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176
161215,Puducherry,YANAM,2008,Rabi       ,rice,248,1048,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319
161220,Puducherry,YANAM,2009,Kharif     ,rice,311,1104,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942
161223,Puducherry,YANAM,2009,Rabi       ,rice,247,1050,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414
161229,Puducherry,YANAM,2010,Kharif     ,rice,323,776,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304
161232,Puducherry,YANAM,2010,Rabi       ,rice,260,1464,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162
161237,Puducherry,YANAM,2011,Kharif     ,rice,329,1066,61,52,41,24.97669518,83.891805,6.880431223,204.8001847
161239,Puducherry,YANAM,2011,Rabi       ,rice,170,699,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056
161246,Puducherry,YANAM,2012,Kharif     ,rice,307,944,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492
161249,Puducherry,YANAM,2012,Rabi       ,rice,166,752,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536
161255,Puducherry,YANAM,2013,Kharif     ,rice,339,887,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906
161257,Puducherry,YANAM,2013,Rabi       ,rice,184,1025,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793
161260,Puducherry,YANAM,2014,Kharif     ,rice,241,774,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392
161263,Puducherry,YANAM,2014,Rabi       ,rice,218,1042,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429
161270,Punjab,AMRITSAR,1997,Kharif     ,rice,292000,879000,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559
161284,Punjab,AMRITSAR,1998,Kharif     ,rice,305000,878000,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156
161297,Punjab,AMRITSAR,1999,Kharif     ,rice,319000,991000,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504
161310,Punjab,AMRITSAR,2000,Kharif     ,rice,319000,972000,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542
161321,Punjab,AMRITSAR,2001,Kharif     ,rice,319000,958000,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883
161332,Punjab,AMRITSAR,2002,Kharif     ,rice,311000,879000,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773
161344,Punjab,AMRITSAR,2003,Kharif     ,rice,326000,872000,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708
161357,Punjab,AMRITSAR,2004,Kharif     ,rice,334000,1034000,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957
161369,Punjab,AMRITSAR,2005,Kharif     ,rice,345000,1003000,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629
161379,Punjab,AMRITSAR,2006,Kharif     ,rice,178000,538000,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356
161388,Punjab,AMRITSAR,2007,Kharif     ,rice,178000,546000,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975
161398,Punjab,AMRITSAR,2008,Kharif     ,rice,183000,532000,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223
161406,Punjab,AMRITSAR,2009,Kharif     ,rice,185000,501000,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783
161415,Punjab,AMRITSAR,2010,Kharif     ,rice,186000,503000,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513
161424,Punjab,AMRITSAR,2011,Kharif     ,rice,184000,482000,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567
161432,Punjab,AMRITSAR,2012,Kharif     ,rice,185000,544000,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491
161444,Punjab,AMRITSAR,2013,Kharif     ,rice,182000,518000,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761
161454,Punjab,AMRITSAR,2014,Kharif     ,rice,182000,505000,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719
161464,Punjab,BARNALA,2007,Kharif     ,rice,99000,466000,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796
161473,Punjab,BARNALA,2008,Kharif     ,rice,102000,485000,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935
161481,Punjab,BARNALA,2009,Kharif     ,rice,104000,496000,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657
161489,Punjab,BARNALA,2010,Kharif     ,rice,105000,465000,65,37,40,23.35905428,83.59512273,5.333322606,188.413665
161497,Punjab,BARNALA,2011,Kharif     ,rice,105000,459000,90,42,43,20.87974371,82.00274423,6.502985292,202.9355362
161505,Punjab,BARNALA,2012,Kharif     ,rice,106000,490000,85,58,41,21.77046169,80.31964408,7.038096361,226.6555374
161513,Punjab,BARNALA,2013,Kharif     ,rice,107000,500000,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476
161522,Punjab,BARNALA,2014,Kharif     ,rice,108000,507000,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342
161530,Punjab,BATHINDA,1997,Kharif     ,rice,53000,212000,78,42,42,20.13017482,81.60487287,7.628472891,262.7173405
161541,Punjab,BATHINDA,1998,Kharif     ,rice,84000,287000,69,37,42,23.05804872,83.37011772,7.073453503,251.0549998
161551,Punjab,BATHINDA,1999,Kharif     ,rice,99000,392000,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604
161561,Punjab,BATHINDA,2000,Kharif     ,rice,99000,350000,94,53,40,20.27774362,82.89408619,5.718627178,241.9741949
161570,Punjab,BATHINDA,2001,Kharif     ,rice,82000,307000,89,54,38,24.51588066,83.5352163,6.685346424,230.4462359
161582,Punjab,BATHINDA,2002,Kharif     ,rice,107000,367000,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958
161597,Punjab,BATHINDA,2003,Kharif     ,rice,105000,419000,91,53,40,26.52723513,81.41753846,5.386167788,264.6148697
161610,Punjab,BATHINDA,2004,Kharif     ,rice,102000,415000,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336
161622,Punjab,BATHINDA,2005,Kharif     ,rice,95000,385000,78,58,44,26.80079604,80.88684822,5.108681786,284.4364567
161634,Punjab,BATHINDA,2006,Kharif     ,rice,87000,358000,93,56,36,24.01497622,82.05687182,6.98435366,185.2773389
161645,Punjab,BATHINDA,2007,Kharif     ,rice,86000,368000,94,50,37,25.66585205,80.66385045,6.94801983,209.5869708
161654,Punjab,BATHINDA,2008,Kharif     ,rice,97000,427000,60,48,39,24.28209415,80.30025587,7.042299069,231.0863347
161663,Punjab,BATHINDA,2009,Kharif     ,rice,104000,476000,85,38,41,21.58711777,82.7883708,6.249050656,276.6552459
161671,Punjab,BATHINDA,2010,Kharif     ,rice,107000,437000,91,35,39,23.79391957,80.41817957,6.970859754,206.2611855
161680,Punjab,BATHINDA,2011,Kharif     ,rice,101000,409000,77,38,36,21.8652524,80.1923008,5.953933276,224.5550169
161688,Punjab,BATHINDA,2012,Kharif     ,rice,107000,458000,88,35,40,23.57943626,83.58760316,5.85393208,291.2986618
161698,Punjab,BATHINDA,2013,Kharif     ,rice,111000,501000,89,45,36,21.32504158,80.47476396,6.442475375,185.4974732
161707,Punjab,BATHINDA,2014,Kharif     ,rice,119000,529000,76,40,43,25.15745531,83.11713476,5.070175667,231.3843163
161713,Punjab,FARIDKOT,1997,Kharif     ,rice,56000,214000,67,59,41,21.94766735,80.97384195,6.012632591,213.3560921
161724,Punjab,FARIDKOT,1998,Kharif     ,rice,82000,246000,83,41,43,21.0525355,82.67839517,6.254028451,233.1075816
161732,Punjab,FARIDKOT,1999,Kharif     ,rice,90000,305000,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
161741,Punjab,FARIDKOT,2000,Kharif     ,rice,90000,310000,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865
161750,Punjab,FARIDKOT,2001,Kharif     ,rice,70000,267000,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137
161759,Punjab,FARIDKOT,2002,Kharif     ,rice,86000,280000,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
161771,Punjab,FARIDKOT,2003,Kharif     ,rice,84000,308000,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
161783,Punjab,FARIDKOT,2004,Kharif     ,rice,88000,337000,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215
161794,Punjab,FARIDKOT,2005,Kharif     ,rice,86000,339000,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204
161805,Punjab,FARIDKOT,2006,Kharif     ,rice,85000,338000,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787
161813,Punjab,FARIDKOT,2007,Kharif     ,rice,87000,351000,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231
161820,Punjab,FARIDKOT,2008,Kharif     ,rice,95000,414000,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274
161826,Punjab,FARIDKOT,2009,Kharif     ,rice,98000,414000,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372
161832,Punjab,FARIDKOT,2010,Kharif     ,rice,101000,409000,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987
161838,Punjab,FARIDKOT,2011,Kharif     ,rice,101000,405000,99,57,35,26.75754171,81.17734011,5.960370061,272.2999056
161843,Punjab,FARIDKOT,2012,Kharif     ,rice,102000,444000,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645
161848,Punjab,FARIDKOT,2013,Kharif     ,rice,104000,443000,60,43,44,21.01944696,82.95221726,7.416245107,298.4018471
161853,Punjab,FARIDKOT,2014,Kharif     ,rice,106000,421000,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554
161857,Punjab,FATEHGARH SAHIB,1997,Kharif     ,rice,82000,302000,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228
161865,Punjab,FATEHGARH SAHIB,1998,Kharif     ,rice,83000,271000,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977
161873,Punjab,FATEHGARH SAHIB,1999,Kharif     ,rice,82000,302000,83,60,36,25.59704938,80.14509262,6.903985986,200.834898
161880,Punjab,FATEHGARH SAHIB,2000,Kharif     ,rice,84000,350000,82,40,40,23.83067496,84.81360127,6.271478838,298.5601175
161888,Punjab,FATEHGARH SAHIB,2001,Kharif     ,rice,81000,324000,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937
161897,Punjab,FATEHGARH SAHIB,2002,Kharif     ,rice,80000,312000,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207
161906,Punjab,FATEHGARH SAHIB,2003,Kharif     ,rice,83000,364000,76,49,42,24.958779,84.47963372,5.206373153,196.9560008
161913,Punjab,FATEHGARH SAHIB,2004,Kharif     ,rice,85000,371000,74,39,38,23.24113501,84.59201843,7.782051313,233.0453455
161920,Punjab,FATEHGARH SAHIB,2005,Kharif     ,rice,85000,361000,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087
161926,Punjab,FATEHGARH SAHIB,2006,Kharif     ,rice,84000,340000,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781
161930,Punjab,FATEHGARH SAHIB,2007,Kharif     ,rice,84000,383000,60,36,43,23.43121862,83.06310136,5.286203711,219.9048349
161936,Punjab,FATEHGARH SAHIB,2008,Kharif     ,rice,85000,363000,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155
161941,Punjab,FATEHGARH SAHIB,2009,Kharif     ,rice,86000,391000,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311
161944,Punjab,FATEHGARH SAHIB,2010,Kharif     ,rice,87000,366000,65,60,43,21.97199397,81.89918197,5.658169482,227.3637009
161946,Punjab,FATEHGARH SAHIB,2011,Kharif     ,rice,86000,364000,95,52,36,26.22916897,83.83625819,5.543360238,286.5083725
161950,Punjab,FATEHGARH SAHIB,2012,Kharif     ,rice,86000,384000,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466
161957,Punjab,FATEHGARH SAHIB,2013,Kharif     ,rice,86000,351000,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583
161962,Punjab,FATEHGARH SAHIB,2014,Kharif     ,rice,86000,374000,91,36,45,24.44345477,82.45432595,5.950647577,267.9761948
161971,Punjab,FAZILKA,2012,Kharif     ,rice,85000,291000,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738
161980,Punjab,FAZILKA,2013,Kharif     ,rice,92000,293000,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192
161987,Punjab,FAZILKA,2014,Kharif     ,rice,97000,297000,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304
161993,Punjab,FIROZEPUR,1997,Kharif     ,rice,252000,910000,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799
162005,Punjab,FIROZEPUR,1998,Kharif     ,rice,275000,922000,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717
162015,Punjab,FIROZEPUR,1999,Kharif     ,rice,280000,982000,70,36,42,21.84106875,80.72886384,6.946209881,202.3838319
162025,Punjab,FIROZEPUR,2000,Kharif     ,rice,248000,898000,76,47,42,20.08369642,83.29114712,5.739175027,263.6372176
162035,Punjab,FIROZEPUR,2001,Kharif     ,rice,230000,864000,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319
162047,Punjab,FIROZEPUR,2002,Kharif     ,rice,234000,824000,99,54,37,21.14347496,80.33502926,5.594819626,198.6730942
162060,Punjab,FIROZEPUR,2003,Kharif     ,rice,244000,903000,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414
162073,Punjab,FIROZEPUR,2004,Kharif     ,rice,238000,941000,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304
162086,Punjab,FIROZEPUR,2005,Kharif     ,rice,236000,956000,91,56,37,23.43191632,80.56887849,6.363472208,269.5039162
162099,Punjab,FIROZEPUR,2006,Kharif     ,rice,235000,948000,61,52,41,24.97669518,83.891805,6.880431223,204.8001847
162112,Punjab,FIROZEPUR,2007,Kharif     ,rice,243000,1010000,67,45,38,22.72791041,82.1706881,7.300410836,260.8875056
162123,Punjab,FIROZEPUR,2008,Kharif     ,rice,260000,1051000,79,42,37,24.87300744,82.84022551,6.587918708,295.6094492
162135,Punjab,FIROZEPUR,2009,Kharif     ,rice,262000,964000,78,43,42,21.32376327,83.00320459,7.283736617,192.3197536
162145,Punjab,FIROZEPUR,2010,Kharif     ,rice,258000,954000,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906
162154,Punjab,FIROZEPUR,2011,Kharif     ,rice,257000,889000,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793
162164,Punjab,FIROZEPUR,2012,Kharif     ,rice,182000,766000,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392
162172,Punjab,FIROZEPUR,2013,Kharif     ,rice,183000,766000,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429
162179,Punjab,FIROZEPUR,2014,Kharif     ,rice,189000,733000,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559
162186,Punjab,GURDASPUR,1997,Kharif     ,rice,181000,509000,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156
162195,Punjab,GURDASPUR,1998,Kharif     ,rice,187000,465000,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504
162206,Punjab,GURDASPUR,1999,Kharif     ,rice,198000,561000,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542
162217,Punjab,GURDASPUR,2000,Kharif     ,rice,191000,569000,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883
162226,Punjab,GURDASPUR,2001,Kharif     ,rice,194000,571000,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773
162235,Punjab,GURDASPUR,2002,Kharif     ,rice,189000,547000,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708
162244,Punjab,GURDASPUR,2003,Kharif     ,rice,193000,587000,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957
162255,Punjab,GURDASPUR,2004,Kharif     ,rice,202000,641000,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629
162266,Punjab,GURDASPUR,2005,Kharif     ,rice,190000,590000,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356
162276,Punjab,GURDASPUR,2006,Kharif     ,rice,201000,636000,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975
162285,Punjab,GURDASPUR,2007,Kharif     ,rice,191000,617000,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223
